"Artigo:","Autor:","Página:","Edição:","Categorias:","Componentes:","Notas:","Data:"
"TTL data Book - Texas",,24,157,,,,"Novembro/1985"
"Tri-luz",,31,157,,,,"Novembro/1985"
"O multímetro no automóvel",,36,157,,,,"Novembro/1985"
"Programas híbridos: Basic + linguagem de máquina",,39,157,,,,"Novembro/1985"
"Curso de Basic - lição 4",,44,157,,,,"Novembro/1985"
"Eliminando roncos de aparelhos de som",,52,157,,,,"Novembro/1985"
"Temporizador versátil",,53,157,,,,"Novembro/1985"
"Notícias",,56,157,,,,"Novembro/1985"
"Reatâncias - Teoria e prática",,57,157,,,,"Novembro/1985"
"Reforçador de sinais para receptores",,64,157,,,,"Novembro/1985"
"Determinando a frequência de ressonância",,66,157,,,,"Novembro/1985"
"Seção do leitor",,67,157,,,,"Novembro/1985"
"Curso de eletrônica - lição 9",,72,157,,,,"Novembro/1985"
"Montagens para aprimora seus conhecimentos - Construa um ohmímetro",,80,157,,,,"Novembro/1985"
"Informações gerais",,4,158,,,,"Dezembro/1985"
"Módulos amplificadores híbridos (Sistemas de 15,30,60,100,120,160..480 W)",,6,158,,,,"Dezembro/1985"
"Robot fiu-fiu",,14,158,,,,"Dezembro/1985"
"Ritmotron - Gerador programável de rítmos ( parte final)",,17,158,,,,"Dezembro/1985"
"Oscilador solar",,24,158,,,,"Dezembro/1985"
"Programas híbridos",,27,158,,,,"Dezembro/1985"
"Para o caderno do projetista - Conheça o 555 CMOS",,32,158,,,,"Dezembro/1985"
"Curso de basic - lição 5",,36,158,,,,"Dezembro/1985"
"Bancada de testes - Verificador de diodo Zener",,42,158,,,,"Dezembro/1985"
"Seção do leitor",,45,158,,,,"Dezembro/1985"
"Notícias",,48,158,,,,"Dezembro/1985"
"Circuitos com amplificadores operacionais",,49,158,,,,"Dezembro/1985"
"TTL data book - Texas",,53,158,,,,"Dezembro/1985"
"Rádio controle",,60,158,,,,"Dezembro/1985"
"TV Reparação - Formação da imagem na TV a cores",,64,158,,,,"Dezembro/1985"
"Fonte de alimentação de alta potência",,68,158,,,,"Dezembro/1985"
"Curso de eletrônica - lição 10 (Os resistores na prática)",,72,158,,,,"Dezembro/1985"
"Montagens para aprimorar seus conhecimentos - Um laboratório de circuito impresso",,79,158,,,,"Dezembro/1985"
"Informações gerais",,4,159,,,,"Janeiro/1986"
"Há 22 anos",,6,159,,,,"Janeiro/1986"
"Interruptor Óptico",,9,159,,,,"Janeiro/1986"
"Mesma antena para TV e FM",,9,159,,,,"Janeiro/1986"
"Amplificador de áudio de 3,5W",,10,159,,,,"Janeiro/1986"
"Sistema de iluminação mista",,10,159,,,,"Janeiro/1986"
"Amplificador/distribuidor de áudio",,11,159,,,,"Janeiro/1986"
"Sequencial de 100 canais",,12,159,,,,"Janeiro/1986"
"Notícias",,14,159,,,,"Janeiro/1986"
"Sequencial de 40 canais",,15,159,,,,"Janeiro/1986"
"Medidor de Beta",,16,159,,,,"Janeiro/1986"
"Central de efeitos sonoros",,17,159,,,,"Janeiro/1986"
"Vibrato com 555",,18,159,,,,"Janeiro/1986"
"Alarme intermitente temporizado",,20,159,,,,"Janeiro/1986"
"TV-timer",,21,159,,,,"Janeiro/1986"
"Amplificador para a bancada",,22,159,,,,"Janeiro/1986"
"Luz trêmula",,23,159,,,,"Janeiro/1986"
"Termostato eletrônico",,23,159,,,,"Janeiro/1986"
"Amplificador híbrido de 15W",,24,159,,,,"Janeiro/1986"
"VU-meter integrado de leds",,25,159,,,,"Janeiro/1986"
"Miniestação FM",,27,159,,,,"Janeiro/1986"
"Fonte de 13,8V x 10A",,28,159,,,,"Janeiro/1986"
"Seguidor de sinais integrado",,29,159,,,,"Janeiro/1986"
"Display de 7 segmentos experimental",,30,159,,,,"Janeiro/1986"
"Sequencial de 7 canais",,31,159,,,,"Janeiro/1986"
"Rádio FM integrado",,32,159,,,,"Janeiro/1986"
"Alerta de neutro para moto",,33,159,,,,"Janeiro/1986"
"Teste de resistores",,34,159,,,,"Janeiro/1986"
"Roger beep para rádios PX",,35,159,,,,"Janeiro/1986"
"Informativo industrial",,36,159,,,,"Janeiro/1986"
"Acoplador de antenas para 11 metros",,38,159,,,,"Janeiro/1986"
"Controle de fase para acionamento de tirístor",,38,159,,,,"Janeiro/1986"
"Potente sirene de bombeiros",,39,159,,,,"Janeiro/1986"
"Gerador de alta tensão",,40,159,,,,"Janeiro/1986"
"Timer com TAA865",,41,159,,,,"Janeiro/1986"
"Capacímetro digital",,41,159,,,,"Janeiro/1986"
"Controle remeto luminoso pra TV",,44,159,,,,"Janeiro/1986"
"Pré-amplificador modular estéreo",,44,159,,,,"Janeiro/1986"
"Seguidor de sinais",,46,159,,,,"Janeiro/1986"
"Microfone",,46,159,,,,"Janeiro/1986"
"Alerta de estacionamento e ponto morto para moto",,47,159,,,,"Janeiro/1986"
"Mini pisca-pisca",,48,159,,,,"Janeiro/1986"
"Elevador de tensão",,48,159,,,,"Janeiro/1986"
"Detector de umidade",,49,159,,,,"Janeiro/1986"
"Chave eletrônica de código",,50,159,,,,"Janeiro/1986"
"Sirene mexicana",,51,159,,,,"Janeiro/1986"
"Gerador de melodias",,51,159,,,,"Janeiro/1986"
"Controle zero - crossing sem hísterese",,52,159,,,,"Janeiro/1986"
"Dimmer até 800 Watts",,53,159,,,,"Janeiro/1986"
"Indicador de sentido para indústria",,53,159,,,,"Janeiro/1986"
"Tranca digital temporizada",,54,159,,,,"Janeiro/1986"
"Sequencial audiovisual",,55,159,,,,"Janeiro/1986"
"Amplificador 15W RMS (201 HF)",,56,159,,,,"Janeiro/1986"
"Pré-amplificador para guitarras",,60,159,,,,"Janeiro/1986"
"Sistema de som com chave de programa",,61,159,,,,"Janeiro/1986"
"Oscilador de 0,5Hz",,62,159,,,,"Janeiro/1986"
"Injetor de sinais",,63,159,,,,"Janeiro/1986"
"Amplificador para acionamento de solenóide",,64,159,,,,"Janeiro/1986"
"Controle remoto por luz",,64,159,,,,"Janeiro/1986"
"Programa para cálculo de capacitância em série ou resistência em paralelo",,66,159,,,,"Janeiro/1986"
"Eficiente alarme residencial",,67,159,,,,"Janeiro/1986"
"Transmissor de FM com varicap",,68,159,,,,"Janeiro/1986"
"Indicador de água para filtros",,69,159,,,,"Janeiro/1986"
"Amplificador de 4W com algo mais",,70,159,,,,"Janeiro/1986"
"Carregador de baterias",,71,159,,,,"Janeiro/1986"
"Amplificador de 8Watts",,71,159,,,,"Janeiro/1986"
"Oscilador velha-guarda",,72,159,,,,"Janeiro/1986"
"Regulador 0-30V",,73,159,,,,"Janeiro/1986"
"Teste de capacitores",,74,159,,,,"Janeiro/1986"
"Potente amplificador para guitarras",,74,159,,,,"Janeiro/1986"
"Estroboscópica de 2 canais",,76,159,,,,"Janeiro/1986"
"TTL data book - Texas",,77,159,,,,"Janeiro/1986"
"Informações gerais",,4,160,,,,"Fevereiro/1986"
"Karaokê",,6,160,,,,"Fevereiro/1986"
"Para o caderno do projetista - Conheça o 4093",,12,160,,,,"Fevereiro/1986"
"TTL data book - Texas",,16,160,,,,"Fevereiro/1986"
"Alarme com reed-switch",,22,160,,,,"Fevereiro/1986"
"Memórias",,26,160,,,,"Fevereiro/1986"
"Veículos elétricos (como funcionam)",,32,160,,,,"Fevereiro/1986"
"Divisor programável de frequência",,38,160,,,,"Fevereiro/1986"
"Reparação de rádios antigos",,41,160,,,,"Fevereiro/1986"
"Vídeo técnica",,44,160,,,,"Fevereiro/1986"
"Curso de basic - lição 6",,49,160,,,,"Fevereiro/1986"
"Minirobô",,55,160,,,,"Fevereiro/1986"
"VU bargraph estéreo",,60,160,,,,"Fevereiro/1986"
"Seção do leitor",,63,160,,,,"Fevereiro/1986"
"Contador de rpm digital",,65,160,,,,"Fevereiro/1986"
"Publicações técnicas",,69,160,,,,"Fevereiro/1986"
"Informativo industrial",,71,160,,,,"Fevereiro/1986"
"Curso de eletrônica - lição 11 (capacitores e capacitância)",,75,160,,,,"Fevereiro/1986"
"Montagens para aprimorar seus conhecimentos - micro lâmpada recreativa",,81,160,,,,"Fevereiro/1986"
"Editorial",,4,161,,,,"Março/1986"
"Informações gerais",,5,161,,,,"Março/1986"
"PROTEU - Unidade Robótica Telecomandada",,7,161,,,,"Março/1986"
"Termômetro eletrônico",,13,161,,,,"Março/1986"
"Guia Philips de substituição de transistores - parte 1",,16,161,,,,"Março/1986"
"Análise de Circuitos com múltimetro",,19,161,,,,"Março/1986"
"Publicações técnicas",,24,161,,,,"Março/1986"
"Curso de basic - lição 7",,26,161,,,,"Março/1986"
"Vídeo técnica",,31,161,,,,"Março/1986"
"Seção do leitor",,36,161,,,,"Março/1986"
"Caderno especial de montagens",,38,161,,,,"Março/1986"
"TTL Data Book",,44,161,,,,"Março/1986"
"Luz noturna automática",,50,161,,,,"Março/1986"
"O que são Eletretos",,56,161,,,,"Março/1986"
"Notícias",,60,161,,,,"Março/1986"
"Curso de eletrônica - lição 12",,65,161,,,,"Março/1986"
"Montagem para aprimora seus conhecimentos - Capacímetro sonoro",,72,161,,,,"Março/1986"
"Informações gerais",,4,162,,,,"Abril/1986"
"Módulo amplificador de potência - TDA 1512",,6,162,,,,"Abril/1986"
"723 regulador de tensão e precisão",,12,162,,,,"Abril/1986"
"Guia Philips",,19,162,,,,"Abril/1986"
"Importância do A.G.C.",,22,162,,,,"Abril/1986"
"Curso de instrumentação",,26,162,,,,"Abril/1986"
"Intercomunicador de sucata",,30,162,,,,"Abril/1986"
"Semicondutores de potência TEXAS",,33,162,,,,"Abril/1986"
"Fontes chaveadas",,38,162,,,,"Abril/1986"
"Ativador de bateria auxiliar",,43,162,,,,"Abril/1986"
"PROTEU II",,46,162,,,,"Abril/1986"
"A linha Energy da Gradiente",,50,162,,,,"Abril/1986"
"Seção do leitor",,54,162,,,,"Abril/1986"
"Idéias práticas",,56,162,,,,"Abril/1986"
"Publicações técnicas",,59,162,,,,"Abril/1986"
"Melhorando a recepção de rádios AM",,62,162,,,,"Abril/1986"
"Informativo industrial",,64,162,,,,"Abril/1986"
"TV Reparação",,66,162,,,,"Abril/1986"
"Notícias",,69,162,,,,"Abril/1986"
"Curso de eltrônica - lição 13",,70,162,,,,"Abril/1986"
"Montagem para aprimorar seus conhecimentos",,76,162,,,,"Abril/1986"
"Decodificador Estéreo com o TEA-5580",,4,163,,,,"Maio/1986"
"Como funciona o radar nas estradas",,11,163,,,,"Maio/1986"
"Guia Philips de substituição de transistores",,19,163,,,,"Maio/1986"
"Componentes para fontes chaveadas",,21,163,,,,"Maio/1986"
"Informativo industrial",,28,163,,,,"Maio/1986"
"Videotécnica - Problemas de sincronização da imagem",,34,163,,,,"Maio/1986"
"- 10 anos",,39,163,,,,"Maio/1986"
"Semicondutores de potência Texas",,42,163,,,,"Maio/1986"
"Notícias",,47,163,,,,"Maio/1986"
"Curso de instrumentação",,52,163,,,,"Maio/1986"
"Seção do leitor",,59,163,,,,"Maio/1986"
"Projeto do leitor",,62,163,,,,"Maio/1986"
"Pré-amplificador com a CA 3052",,65,163,,,,"Maio/1986"
"Publicações técnicas",,69,163,,,,"Maio/1986"
"Curso de eletrônica - O efeito magnético da corrente elétrica",,71,163,,,,"Maio/1986"
"Montagem para aprimorar seus conhecimentos - Construa um magnetizador",,80,163,,,,"Maio/1986"
"Vibrato de fácil montagem",,82,163,,,,"Maio/1986"
"Som remoto para TV",,84,163,,,,"Maio/1986"
"Fonte de alimentação reguladora/voltímetro digital",,4,164,,,,"Junho/1986"
"Como funciona - O forno de Microondas",,13,164,,,,"Junho/1986"
"Guia Philips de substituição de transistores",,21,164,,,,"Junho/1986"
"Cronômetro digital",,23,164,,,,"Junho/1986"
"Informativo industrial",,32,164,,,,"Junho/1986"
"Vídeo técnica - Como proceder diante de um circuito defeituoso",,34,164,,,,"Junho/1986"
"Memória não volátil para seu Micro",,39,164,,,,"Junho/1986"
"Semicondutores de potência Texas",,44,164,,,,"Junho/1986"
"Notícias e lançamentos",,50,164,,,,"Junho/1986"
"Curso de instrumentação - lição 3",,54,164,,,,"Junho/1986"
"Seção do leitor",,59,164,,,,"Junho/1986"
"Controle eletrônico para micromotores",,61,164,,,,"Junho/1986"
"Projeto do leitor",,67,164,,,,"Junho/1986"
"Publicações técnicas",,69,164,,,,"Junho/1986"
"Curso de eletrônica - lição 15",,71,164,,,,"Junho/1986"
"Montagem para aprimorar seus conhecimentos - Armadilha eletrônica",,79,164,,,,"Junho/1986"
"TV Reparação",,82,164,,,,"Junho/1986"
"Aprenda a usar matriz de contato",,84,164,,,,"Junho/1986"
"Antena coletiva fantasma",,88,164,,,,"Junho/1986"
"Display Programável Dinâmico",,7,165,,,,"Julho/1986"
"Central de Bancada",,8,165,,,,"Julho/1986"
"Transmissor Valvulado",,9,165,,,,"Julho/1986"
"Sequêncial Super-Máquina",,11,165,,,,"Julho/1986"
"Fonte para PX",,12,165,,,,"Julho/1986"
"Microfone Sem Fio de FM",,12,165,,,,"Julho/1986"
"Grave Conversas Telefônicas",,13,165,,,,"Julho/1986"
"Robô Irrigador",,14,165,,,,"Julho/1986"
"Amplificador de 10 Watts",,16,165,,,,"Julho/1986"
"Amplificador de 2 Watts",,16,165,,,,"Julho/1986"
"Simples Teste de Transistores",,17,165,,,,"Julho/1986"
"Sequêncial de 256 Canais",,18,165,,,,"Julho/1986"
"Multiprovador",,19,165,,,,"Julho/1986"
"Jogo da Velha com Leds",,20,165,,,,"Julho/1986"
"Conversor de VHF",,20,165,,,,"Julho/1986"
"Fonte de 3-6-9-12V a Bateria",,21,165,,,,"Julho/1986"
"Joystick Econômico para Microcomputador",,22,165,,,,"Julho/1986"
"Despertador Solar",,23,165,,,,"Julho/1986"
"Inversor para Lâmpada Fluorescente",,24,165,,,,"Julho/1986"
"Controle Inversor para Motores",,25,165,,,,"Julho/1986"
"Prolongador de Vida para 1 Lâmpada",,26,165,,,,"Julho/1986"
"Luz Ritmica com Fluorescente",,29,165,,,,"Julho/1986"
"Fonte de 3-4,5-6V x 350mA para Walkman",,29,165,,,,"Julho/1986"
"Redutor de 12 para 6 ou 9 Volts",,30,165,,,,"Julho/1986"
"Pisca Alerta",,31,165,,,,"Julho/1986"
"Alarme Multi-Uso",,31,165,,,,"Julho/1986"
"Idéia Prática - Jaque e interruptor",,32,165,,,,"Julho/1986"
"Iluminação de Emergência",,33,165,,,,"Julho/1986"
"Contador Digital de Voltas ou Objetos usando Calculadora",,34,165,,,,"Julho/1986"
"Procurador Automático de Estações",,35,165,,,,"Julho/1986"
"Sequêncial Diferente",,37,165,,,,"Julho/1986"
"Robô Foto-Eletrônico",,39,165,,,,"Julho/1986"
"Pisca Neon",,40,165,,,,"Julho/1986"
"Visa-Vox",,41,165,,,,"Julho/1986"
"Fonte de 3 a 12 Volts com Proteção contra Curto",,43,165,,,,"Julho/1986"
"Jogo de palitinhos Eletrônico",,44,165,,,,"Julho/1986"
"Notícias e Lançamentos",,45,165,,,,"Julho/1986"
"- Saber Eletrônica é sucesso em Portugal",,45,165,,,,"Julho/1986"
"- Editor Gráfico para I7000 PCxt",,45,165,,,,"Julho/1986"
"- Líder Usando SISCO M01000",,45,165,,,,"Julho/1986"
"- Editora Saber lança nova revista",,46,165,,,,"Julho/1986"
"- Tri-tomada Unita",,46,165,,,,"Julho/1986"
"- Relés de Fibra Ótica",,46,165,,,,"Julho/1986"
"- Ouvindo através dos Pulsos",,46,165,,,,"Julho/1986"
"- Conferência Internacional sobre segurança",,47,165,,,,"Julho/1986"
"- Medidor LC Digital",,47,165,,,,"Julho/1986"
"- Dismac lança Copyboard",,47,165,,,,"Julho/1986"
"- Ministério do Exército usando INTRACO",,47,165,,,,"Julho/1986"
"- MICRODIGITAL invade Europa",,47,165,,,,"Julho/1986"
"- Telegame chega a Belo Horizonte",,48,165,,,,"Julho/1986"
"- Taurus Lança micro PC-Compatível",,48,165,,,,"Julho/1986"
"- Suporte para Réguas e Insersores de CI",,48,165,,,,"Julho/1986"
"- Instituto de Engenharia em novo endereço",,48,165,,,,"Julho/1986"
"- Novo Catálogo Texas",,48,165,,,,"Julho/1986"
"- Siemens & Klabin",,48,165,,,,"Julho/1986"
"Agenda Eletrônica",,49,165,,,,"Julho/1986"
"Texas - Linear Data Book",,54,165,,,,"Julho/1986"
"Notas de Aplicação",,61,165,,,,"Julho/1986"
"- Fototriggers",,61,165,,,,"Julho/1986"
"- Regulador de ligação Lenta",,62,165,,,,"Julho/1986"
"- Comutador Automático de 110/220 VCA",,62,165,,,,"Julho/1986"
"- Interruptor por toque",,63,165,,,,"Julho/1986"
"- Regulador para Equipamentos Telefônicos",,63,165,,,,"Julho/1986"
"- Astável com C-MOS",,64,165,,,,"Julho/1986"
"- Foto-transistor Ultra Rápido",,64,165,,,,"Julho/1986"
"- Amplificador Estéreo 12 + 12 Watts - TDA 1510",,65,165,,,,"Julho/1986"
"O avanço da Tecnologia Eletrônica ITAUCOM",,72,165,,,,"Julho/1986"
"Guia Philips de Substituição de Transístores",,74,165,,,,"Julho/1986"
"Laboratório Saber",,76,165,,,,"Julho/1986"
"- Filtro Infalível de Rádio Controle",,76,165,,,,"Julho/1986"
"- Chave Seletorea Digital",,77,165,,,,"Julho/1986"
"- Simples Interface de Saída",,78,165,,,,"Julho/1986"
"- Temporizador Programável",,80,165,,,,"Julho/1986"
"- Amplificador PWM",,81,165,,,,"Julho/1986"
"- Driver para Motor DC",,83,165,,,,"Julho/1986"
"Motor Iônico",,6,166,,,,"Agosto/1986"
"Programador de EPROMs Auto-Suficiente",,14,166,,,,"Agosto/1986"
"Seis Sistemas de Som Para Instrumentos Musicais",,19,166,,,,"Agosto/1986"
"Texas Linear Data Book",,19,166,,,,"Agosto/1986"
"Publicações Técnicas",,26,166,,,,"Agosto/1986"
"Informativo Industrial",,28,166,,,,"Agosto/1986"
"Guia Philips de Substituição de transistores",,33,166,,,,"Agosto/1986"
"TV Reparação",,35,166,,,,"Agosto/1986"
"Tecnologia em Lançamentos",,42,166,,,,"Agosto/1986"
"Agenda Eletrônica",,44,166,,,,"Agosto/1986"
"Curso de Instrumentação",,46,166,,,,"Agosto/1986"
"Seção do Leitor",,53,166,,,,"Agosto/1986"
"Curso de Eletrônica",,58,166,,,,"Agosto/1986"
"Controle Automático para Alarme",,65,166,,,,"Agosto/1986"
"Transistores em RF",,68,166,,,,"Agosto/1986"
"Fonte Reguável 1,5-12 volts x 2A",,72,166,,,,"Agosto/1986"
"De um Poke e Inverta o Vídeo",,76,166,,,,"Agosto/1986"
"Holografia",,80,166,,,,"Agosto/1986"
"Delay de Croma - Para que Serve",,83,166,,,,"Agosto/1986"
"Excelente Pré-Amplificador de Áudio",,87,166,,,,"Agosto/1986"
"Módulos MA 1020/1022/1023 - Relógios Digitais",,90,166,,,,"Agosto/1986"
"Nervo-Teste Chocante",,93,166,,,,"Agosto/1986"
"Disc-Tron",,5,167,,,,"Setembro/1986"
"Transcodificação Inversa",,12,167,,,,"Setembro/1986"
"Guia Philips para Substituição de Transistores",,15,167,,,,"Setembro/1986"
"Curso de Instrumentação - lição 5",,18,167,,,,"Setembro/1986"
"Notícias",,23,167,,,,"Setembro/1986"
"Programador de EPROMs - parte 2",,24,167,,,,"Setembro/1986"
"Texas Linear Data Book",,30,167,,,,"Setembro/1986"
"Motor Iônico - Construíndo seu Protótipo",,38,167,,,,"Setembro/1986"
"Informativo Industrial",,40,167,,,,"Setembro/1986"
"Curso de Eletrônica - lição 17",,45,167,,,,"Setembro/1986"
"Cigarra de Corrente Alternada",,57,167,,,,"Setembro/1986"
"Seção do Leitor",,60,167,,,,"Setembro/1986"
"Apagador de EPROMs",,62,167,,,,"Setembro/1986"
"Protetor anti-Furto para o Carro",,68,167,,,,"Setembro/1986"
"Tecnologia em Lançamento",,70,167,,,,"Setembro/1986"
"Equivalência de transistores",,73,167,,,,"Setembro/1986"
"Publicações Técnicas",,76,167,,,,"Setembro/1986"
"TV Reparação",,78,167,,,,"Setembro/1986"
"Telepatia Eletrônica",,80,167,,,,"Setembro/1986"
"Interface sem conexão com o microprocessador",,5,168,,,,"Outubro/1986"
"Texas Linear Data Book",,10,168,,,,"Outubro/1986"
"Distorcedor para guitarra",,15,168,,,,"Outubro/1986"
"O Circuito Integrado UAA 170",,17,168,,,,"Outubro/1986"
"VU de Leds",,20,168,,,,"Outubro/1986"
"Indicador de Temperatura",,21,168,,,,"Outubro/1986"
"Tacômetro ou Conta-giros para o Carro",,23,168,,,,"Outubro/1986"
"Velocímetro",,25,168,,,,"Outubro/1986"
"Indicador de combustível",,27,168,,,,"Outubro/1986"
"Ohmímetro/provador de Componentes",,28,168,,,,"Outubro/1986"
"Teste de fôrça",,29,168,,,,"Outubro/1986"
"Amplificador híbrido STK - 439",,31,168,,,,"Outubro/1986"
"Notícias e Lançamentos",,34,168,,,,"Outubro/1986"
"Técnicas de Sincronização",,36,168,,,,"Outubro/1986"
"Medidas de tensões em circuitos transistorizados",,40,168,,,,"Outubro/1986"
"Optoeletrônica - Operação de diodos luminescentes",,46,168,,,,"Outubro/1986"
"Curso de Eletrônica - lição 18",,51,168,,,,"Outubro/1986"
"Construa uma fonte sem transformador",,59,168,,,,"Outubro/1986"
"Seção dos leitores",,62,168,,,,"Outubro/1986"
"Curso de Instrumentação - lição 6",,64,168,,,,"Outubro/1986"
"Guia Philips para Substituição de transistores",,75,168,,,,"Outubro/1986"
"Rádio portátil FM- MW - SW National - RF - 2410 W",,78,168,,,,"Outubro/1986"
"Informativo Industrial",,80,168,,,,"Outubro/1986"
"Projetos dos leitores - Sequêncial de duplo sentido",,82,168,,,,"Outubro/1986"
"Componentes - Onde Comprar ?",,83,168,,,,"Outubro/1986"
"Zero 1 - Seu primeiro robô",,6,169,,,,"Novembro/1986"
"Sequêncial de 10 leds vai-e-vem (UAA170)",,13,169,,,,"Novembro/1986"
"Acelerômetro para o carro (UAA170)",,15,169,,,,"Novembro/1986"
"Ohmímetro para a bancada (UAA170)",,16,169,,,,"Novembro/1986"
"Texas Linear Data Book",,20,169,,,,"Novembro/1986"
"Videotécnica - Conhecendo melhor as antenas de TV",,26,169,,,,"Novembro/1986"
"Termostato eletrônico",,30,169,,,,"Novembro/1986"
"Notícias e lançamentos",,32,169,,,,"Novembro/1986"
"Foto controle remoto temporizado",,35,169,,,,"Novembro/1986"
"Publicações Técnicas",,40,169,,,,"Novembro/1986"
"Guia Philips de Substituição de transistores",,43,169,,,,"Novembro/1986"
"Robô feliz",,46,169,,,,"Novembro/1986"
"Informativo Industrial",,48,169,,,,"Novembro/1986"
"Circuitos Comerciais - Novo rádio-relógio PR-2503 Philco",,50,169,,,,"Novembro/1986"
"Curso de Instrumentação - lição 7",,53,169,,,,"Novembro/1986"
"Projetos dos leitores",,58,169,,,,"Novembro/1986"
"- Alarme de Passagem (travante)",,58,169,,,,"Novembro/1986"
"- Gerador de Alta Tensão e algo mais",,58,169,,,,"Novembro/1986"
"- Medidor de Calor",,58,169,,,,"Novembro/1986"
"A Química da placa de circuito Impresso",,59,169,,,,"Novembro/1986"
"TV Reparação - Aparelho Sharp modelo C-2006-A",,62,169,,,,"Novembro/1986"
"Sirene para Auto",,63,169,,,,"Novembro/1986"
"Seção dos leitores",,65,169,,,,"Novembro/1986"
"Curso de Eletrônica - lição 19",,68,169,,,,"Novembro/1986"
"Nervo-teste com tranformador",,77,169,,,,"Novembro/1986"
"Inversor para lâmpada fluorescente",,78,169,,,,"Novembro/1986"
"Cronômetro Digital",,5,170,,,,"Dezembro/1986"
"Anemômetro (UAA170)",,14,170,,,,"Dezembro/1986"
"Medidor de ganho para transistores (UAA170)",,15,170,,,,"Dezembro/1986"
"Timer (UAA170)",,16,170,,,,"Dezembro/1986"
"Notícias e lançamentos",,18,170,,,,"Dezembro/1986"
"Publicações técnicas",,20,170,,,,"Dezembro/1986"
"Mixer de balanço gradativo para dois toca-discos",,22,170,,,,"Dezembro/1986"
"Curso de Instrumentação - lição 8",,30,170,,,,"Dezembro/1986"
"Circuitos para música eletrônica",,36,170,,,,"Dezembro/1986"
"Simples conversor analógico-digital",,40,170,,,,"Dezembro/1986"
"Informativo Industrial",,42,170,,,,"Dezembro/1986"
"Guia Philips de Substituição de transistores",,45,170,,,,"Dezembro/1986"
"Videotécnica - Sistema SECAM de transmissão em cores",,48,170,,,,"Dezembro/1986"
"Circuitos comerciais - Gravadores RQ 2214/2234 National",,51,170,,,,"Dezembro/1986"
"QSO - Um contato com A.Fanzeres",,54,170,,,,"Dezembro/1986"
"Projetos dos leitores",,56,170,,,,"Dezembro/1986"
"- Pisca-pisca alternado",,56,170,,,,"Dezembro/1986"
"- Ouvido FM",,56,170,,,,"Dezembro/1986"
"- Alteração para o DISC-TRON",,56,170,,,,"Dezembro/1986"
"Saber Eletrônica",,58,170,,,,"Dezembro/1986"
"Seção dos leitores",,62,170,,,,"Dezembro/1986"
"Modifique um receptor de FM para receber VHF",,64,170,,,,"Dezembro/1986"
"TV Reparação - TV Philco modelo 386",,65,170,,,,"Dezembro/1986"
"Curso de Eletrônica - lição 20",,68,170,,,,"Dezembro/1986"
"Montagens para aprimorar seus conhecimentos - Medidor de isolamento",,77,170,,,,"Dezembro/1986"
"Sistema de som com unidade de retardo Integrada para eco ou reverberação (1)",,5,171,,,,"Janeiro/1987"
"Como funciona - Os mostradores de Cristal líquido",,14,171,,,,"Janeiro/1987"
"Informativo Industrial",,21,171,,,,"Janeiro/1987"
"Notícias e lançamentos",,23,171,,,,"Janeiro/1987"
"Videotécnica - Conceitos básicos de TV",,26,171,,,,"Janeiro/1987"
"Kit para explorar a faixa de VHF",,30,171,,,,"Janeiro/1987"
"O que você deve saber - Distorção",,36,171,,,,"Janeiro/1987"
"Curso de Instrumentação - Lição 9",,39,171,,,,"Janeiro/1987"
"Sensor digitalizado de fusível queimado",,43,171,,,,"Janeiro/1987"
"TV Reparação - TV GE modelo TL1-59-61-A e TV Philco 388",,48,171,,,,"Janeiro/1987"
"Alarme de aproximação",,50,171,,,,"Janeiro/1987"
"Seção dos leitores",,52,171,,,,"Janeiro/1987"
"Oscilador Controlado por corrente",,54,171,,,,"Janeiro/1987"
"Intervalador unijunção",,56,171,,,,"Janeiro/1987"
"Teste seu sistema nervoso",,58,171,,,,"Janeiro/1987"
"Perigo Nuclear - O pulso eletromagnético",,60,171,,,,"Janeiro/1987"
"Curso de Eletrônica - lição 21",,64,171,,,,"Janeiro/1987"
"Montagens para aprimorar seus conhecimentos- Osciladores de relaxação e timers",,72,171,,,,"Janeiro/1987"
"Guia Philips de substituição de transistores",,77,171,,,,"Janeiro/1987"
"Circuitos para telemetria",,5,172,,,,"Fevereiro/1987"
"Sistema de som com unidade de retardo integrada para eco e reverberação (final)",,12,172,,,,"Fevereiro/1987"
"O código de barras",,24,172,,,,"Fevereiro/1987"
"Oficina - Reparação de amplificadores",,28,172,,,,"Fevereiro/1987"
"PX-PY - O gama-match",,30,172,,,,"Fevereiro/1987"
"Controle de potência com reed-switches",,32,172,,,,"Fevereiro/1987"
"Mini-estação repetidora de FM",,34,172,,,,"Fevereiro/1987"
"Publicações técnicas",,36,172,,,,"Fevereiro/1987"
"Os integrados LM102/302 e LM110/310",,38,172,,,,"Fevereiro/1987"
"TV Reparação - TV Philco modelo 388",,40,172,,,,"Fevereiro/1987"
"Rádio de três transistores",,42,172,,,,"Fevereiro/1987"
"Luz automática para garagem",,44,172,,,,"Fevereiro/1987"
"Projetos dos leitores - Amplificador de 100 Watts",,47,172,,,,"Fevereiro/1987"
"- Multissons - Efeitos sonoros",,47,172,,,,"Fevereiro/1987"
"Notícias e lançamentos",,48,172,,,,"Fevereiro/1987"
"Seção dos leitores",,50,172,,,,"Fevereiro/1987"
"Curso de Instrumentação - lição 11",,52,172,,,,"Fevereiro/1987"
